f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,contains_bug
25,5,67,325.48,24.05,4404.89,244.72,17,38,9,FALSE
4,1,5,11.61,7.74,17.41,0.97,2,3,1,FALSE
51,12,222,1294.9,26.05,64375.11,3576.39,44,126,23,FALSE
4,1,4,8,5.33,12,0.67,2,3,1,FALSE
12,2,0,0,0,0,0,0,0,3,FALSE
12,2,0,0,0,0,0,0,0,3,FALSE
44,1,129,676.98,80.59,5686.65,315.93,34,66,1,FALSE
28,4,0,0,0,0,0,0,0,7,TRUE
42,7,116,617.34,31.01,12288.08,682.67,33,72,13,TRUE
336,68,1715,12155,119.8,1233225.92,68512.55,216,1228,133,TRUE
15,2,35,151.27,18.34,1247.96,69.33,9,24,3,TRUE
4,1,7,19.65,9.83,39.3,2.18,2,4,1,TRUE
107,24,438,2637.8,87.74,79302.28,4405.68,75,281,47,TRUE
50,2,104,545.78,45.63,6527.58,362.64,27,58,3,TRUE
127,17,299,1879.34,52.75,66951.32,3719.52,99,185,32,FALSE
26,4,125,646.24,25.7,16251.05,902.84,19,80,7,FALSE
64,7,0,0,0,0,0,0,0,13,TRUE
23,3,48,214.05,20.39,2247.55,124.86,15,27,5,FALSE
4,1,7,19.65,9.83,39.3,2.18,2,4,1,FALSE
22,3,77,338.21,27.56,4150.74,230.6,15,50,5,TRUE
91,7,95,494.9,43.51,5629.47,312.75,21,53,13,TRUE
15,3,0,0,0,0,0,0,0,5,TRUE
34,7,130,661.37,22.75,19230.61,1068.37,27,94,13,TRUE
26,1,127,508,23.63,10922,606.78,19,84,1,TRUE
12,2,24,93.77,13.89,632.92,35.16,8,15,3,TRUE
26,6,99,485.78,11.3,20888.63,1160.48,23,56,11,FALSE
18,2,48,214.05,19.82,2311.77,128.43,15,30,3,TRUE
50,2,104,545.78,45.63,6527.58,362.64,27,58,3,TRUE
328,42,948,6880,156.31,302830.24,16823.9,243,555,83,FALSE
16,3,42,199.71,17.16,2323.84,129.1,12,26,5,TRUE
19,1,57,257.83,27.93,2380.09,132.23,12,33,1,FALSE
235,29,1084,7575.73,277.1,207113.99,11506.33,158,560,57,TRUE
15,3,47,215.49,23.94,1939.44,107.75,10,29,5,TRUE
16,1,38,166.91,78.82,353.45,19.64,10,20,1,FALSE
110,27,0,0,0,0,0,0,0,53,TRUE
12,1,30,111.01,13.59,906.61,50.37,8,16,1,FALSE
74,12,0,0,0,0,0,0,0,23,FALSE
42,5,0,0,0,0,0,0,0,9,FALSE
33,5,101,541.11,27.24,10748.47,597.14,25,55,9,TRUE
81,24,231,1253.47,25.46,61718.34,3428.8,77,137,47,TRUE
5,2,9,28.53,11.41,71.32,3.96,3,5,3,FALSE
184,30,524,3376.1,85.99,132550.97,7363.94,139,292,59,FALSE
8,1,0,0,0,0,0,0,0,1,FALSE
19,1,0,0,0,0,0,0,0,1,TRUE
28,6,0,0,0,0,0,0,0,11,TRUE
175,37,624,3811.72,59.75,243152.23,13508.46,146,413,73,TRUE
6,1,14,48.43,9.08,258.3,14.35,3,10,1,FALSE
11,2,19,65.73,10.73,402.59,22.37,9,12,3,TRUE
24,2,46,202.05,24.49,1666.88,92.6,13,31,3,TRUE
9,2,24,96,17.45,528,29.33,6,13,3,TRUE
115,2,580,3746.47,132.74,105742.77,5874.6,87,375,3,TRUE
511,69,1243,8848.84,134.7,581297.93,32294.33,366,702,137,TRUE
11,5,46,164.91,10.31,2638.53,146.59,9,30,9,TRUE
69,8,185,1088.29,47.98,24683,1371.28,51,114,15,TRUE
127,23,323,2081.07,56.89,76123.38,4229.08,88,184,45,TRUE
24,4,0,0,0,0,0,0,0,7,TRUE
10,2,12,38.04,9.51,152.16,8.45,6,8,3,TRUE
50,2,0,0,0,0,0,0,0,3,TRUE
5,1,5,11.61,7.74,17.41,0.97,2,3,1,FALSE
12,4,45,203.56,23.38,1772.67,98.48,8,26,7,TRUE
39,3,117,638.75,46.6,8755.33,486.41,28,64,5,TRUE
22,5,50,242.9,17.15,3441.07,191.17,16,30,9,FALSE
15,1,32,135.93,39.27,470.54,26.14,11,17,1,TRUE
12,4,45,203.56,23.38,1772.67,98.48,8,26,7,TRUE
82,15,192,1035.31,87.27,12282.72,682.37,63,105,29,TRUE
20,3,38,166.91,18.97,1468.79,81.6,14,22,5,TRUE
122,17,427,2542.44,56.72,113953.55,6330.75,86,275,33,TRUE
22,8,65,315.77,32.39,3078.75,171.04,18,41,15,FALSE
65,12,213,1236.97,50.03,30580.56,1698.92,48,124,23,TRUE
42,10,135,749.87,29.99,18746.74,1041.49,35,91,19,FALSE
45,8,143,744.95,48.26,11500.19,638.9,39,86,15,TRUE
89,14,217,1302,25.97,65286,3627,69,139,23,TRUE
40,6,94,493.31,32.24,7547.57,419.31,33,60,11,FALSE
54,6,119,653.53,34.74,12294.54,683.03,38,76,8,TRUE
87,7,468,2983.52,76.68,116083.73,6449.1,79,265,10,FALSE
137,33,574,3829.97,88.85,165091.96,9171.78,117,322,65,TRUE
195,23,442,2735.9,62.49,119789.61,6654.98,116,239,45,TRUE
67,7,205,1230,94.47,16014.6,889.7,44,112,13,FALSE
51,9,111,533.62,35.86,7941.47,441.19,38,65,17,TRUE
70,8,178,920.25,41.92,20203.6,1122.42,52,109,15,TRUE
31,3,115,607.82,36.37,10159.3,564.41,26,76,5,TRUE
142,22,333,2027.13,62.99,65236.57,3624.25,90,215,43,TRUE
33,7,67,303.08,12.99,7071.84,392.88,21,37,13,TRUE
55,7,118,627.99,47.57,8289.44,460.52,51,74,13,FALSE
49,6,171,927.89,36.63,23506.58,1305.92,34,107,11,TRUE
153,28,411,2598.31,61.32,110091.46,6116.19,119,235,55,FALSE
7,2,12,39.86,10.63,149.49,8.3,5,7,3,TRUE
4,1,4,8,5.33,12,0.67,2,3,1,FALSE
30,4,108,589.62,22.68,15330.08,851.67,19,72,7,TRUE
13,2,31,126.71,17.33,926.58,51.48,9,18,3,FALSE
12,2,25,97.67,14.24,669.75,37.21,8,13,3,FALSE
24,5,87,431.02,39.18,4741.17,263.4,18,47,9,FALSE
58,12,0,0,0,0,0,0,0,23,TRUE
20,2,59,277.33,51.91,1481.5,82.31,13,30,3,FALSE
70,5,321,1911.3,67.46,54153.42,3008.52,63,171,9,FALSE
45,8,168,1008,54.45,18660.29,1036.68,33,102,15,TRUE
86,13,228,1341.24,74.46,24158.33,1342.13,68,139,25,TRUE
70,10,0,0,0,0,0,0,0,19,TRUE
274,17,793,5221.88,80.97,336771.99,18709.55,219,495,32,TRUE
94,14,212,1320.51,114.83,15185.86,843.66,62,120,27,TRUE
85,4,317,1612.73,35.17,73943.47,4107.97,68,186,7,TRUE
74,6,281,1659.84,61.74,44622.57,2479.03,48,145,11,TRUE
51,8,123,717.45,50.09,10276.92,570.94,47,70,15,FALSE
17,2,18,62.27,17.3,224.17,12.45,8,12,3,FALSE
14,2,50,232.19,37.53,1436.69,79.82,8,28,3,TRUE
26,3,57,261.33,34.85,1960.07,108.89,21,36,4,TRUE
10,3,23,94.01,12.82,689.42,38.3,7,15,5,FALSE
4,1,7,19.65,9.83,39.3,2.18,2,4,1,FALSE
27,4,102,510,26.84,9690,538.33,13,64,7,FALSE
10,2,19,72.34,8.93,585.95,32.54,7,10,3,FALSE
7,1,0,0,0,0,0,0,0,1,FALSE
30,5,60,282.03,20.14,3948.37,219.35,24,32,9,FALSE
119,12,398,2537.27,87.35,73701.53,4094.53,84,215,23,TRUE
187,17,288,1522.2,30.36,76327.25,4240.4,81,171,33,TRUE
10,1,30,120,18.67,771.43,42.86,6,20,1,TRUE
29,3,97,485,41.7,5641.32,313.41,16,63,5,TRUE
91,20,345,2085.32,49.65,87583.27,4865.74,84,198,39,FALSE
43,6,185,1015.99,30.96,33337.26,1852.07,32,110,11,TRUE
5,1,12,41.51,13.84,124.54,6.92,3,7,1,FALSE
4,1,7,19.65,9.83,39.3,2.18,2,4,1,FALSE
80,8,133,702.96,15.28,32336.09,1796.45,34,87,13,FALSE
21,3,80,392.55,43.62,3532.96,196.28,17,44,5,FALSE
59,7,211,1144.94,42.19,31067.56,1725.98,47,128,13,TRUE
27,6,109,506.18,17.26,14847.96,824.89,21,76,11,FALSE
74,4,143,815.16,75.25,8830.93,490.61,37,78,7,FALSE
40,6,0,0,0,0,0,0,0,11,TRUE
34,5,102,542.84,46.98,6272.78,348.49,27,54,9,TRUE
52,7,211,1090.85,50.09,23758.8,1319.93,48,112,13,FALSE
4,1,9,27,10.8,67.5,3.75,2,6,1,TRUE
22,3,56,272.05,22.08,3352.01,186.22,17,33,5,FALSE
14,1,31,136.16,16.5,1123.34,62.41,8,16,1,FALSE
86,32,431,2944.98,70.38,123225.04,6845.84,78,282,33,FALSE
35,4,93,477.02,41.56,5475.4,304.19,23,49,7,TRUE
84,8,237,1330.69,42.75,41417.61,2300.98,65,156,15,FALSE
7,2,35,145.95,26.06,817.31,45.41,4,21,3,FALSE
79,10,133,687.6,22.79,20749.34,1152.74,51,79,19,FALSE
47,8,113,584.2,26.65,12806.31,711.46,33,64,15,FALSE
61,16,384,2337.59,41.76,130847.79,7269.32,50,214,31,FALSE
20,5,54,259.6,42.48,1586.43,88.13,15,32,9,TRUE
15,1,45,206.32,34.39,1237.94,68.77,9,25,1,FALSE
45,4,244,1384.07,49.43,38754.01,2153,36,132,7,FALSE
256,43,575,3876.34,109.78,136868.43,7603.8,159,355,85,TRUE
360,73,1643,10819.09,112.18,1043473.09,57970.73,348,910,145,TRUE
39,4,135,723.27,37.67,13886.77,771.49,35,75,7,FALSE
5,1,15,53.77,21.51,134.44,7.47,3,8,1,FALSE
70,4,252,1523.19,59.95,38699.58,2149.98,54,157,7,TRUE
4,1,10,30,15,60,3.33,2,6,1,TRUE
350,69,1251,9516.77,286.74,315858.32,17547.68,325,701,137,TRUE
12,2,24,98.1,22.07,436,24.22,10,14,3,FALSE
5,1,19,65.73,9.39,460.1,25.56,4,11,1,FALSE
17,3,54,237.19,14.6,3854.26,214.13,13,34,5,TRUE
621,25,2049,15997.27,149.63,1710253.62,95014.09,384,1265,36,TRUE
41,16,0,0,0,0,0,0,0,31,TRUE
32,3,0,0,0,0,0,0,0,5,FALSE
44,4,149,827.63,49.34,13882.89,771.27,33,84,7,FALSE
69,2,586,3973.88,473.41,33357.64,1853.2,62,295,3,TRUE
4,1,6,15.51,7.75,31.02,1.72,2,4,1,FALSE
77,16,200,1110.92,31.96,38615.5,2145.31,45,121,31,TRUE
32,3,0,0,0,0,0,0,0,5,FALSE
99,9,260,1577.18,54.34,45774.99,2543.06,67,156,15,TRUE
89,16,0,0,0,0,0,0,0,31,TRUE
24,5,67,337.97,24.47,4668.27,259.35,17,41,9,TRUE
19,3,35,156.08,20.81,1170.6,65.03,9,20,5,TRUE
51,14,204,1162.89,39.92,33873.85,1881.88,47,118,27,FALSE
22,2,57,274.02,28.1,2671.69,148.43,10,31,3,TRUE
5,1,15,47.55,12.68,178.31,9.91,3,9,1,FALSE
22,5,155,846.21,74.67,9590.4,532.8,15,87,9,FALSE
4,1,10,30,15,60,3.33,2,6,1,TRUE
206,12,869,5445.84,62.25,476401.86,26466.77,143,545,23,FALSE
40,2,122,604.41,48.82,7483.2,415.73,24,70,3,TRUE
171,17,458,2816.58,49.89,159008.98,8833.83,122,274,31,TRUE
27,10,0,0,0,0,0,0,0,19,FALSE
150,28,0,0,0,0,0,0,0,55,TRUE
159,15,747,4930.13,78.5,309626.36,17201.46,138,404,29,FALSE
33,2,45,200.67,40.95,983.3,54.63,19,24,3,TRUE
21,3,0,0,0,0,0,0,0,5,FALSE
113,17,451,2826.32,64.59,123651.53,6869.53,98,269,33,TRUE
107,7,409,2661.69,101.98,69470.06,3859.45,77,235,11,TRUE
91,23,264,1607.09,69.84,36980.17,2054.44,66,161,45,FALSE
19,1,54,240.81,36.12,1605.4,89.19,10,38,1,FALSE
40,3,169,928.12,37.91,22721.17,1262.29,26,102,5,TRUE
28,7,78,362.22,28.81,4553.63,252.98,20,46,13,FALSE
7,1,25,97.67,44.77,213.1,11.84,5,13,1,FALSE
18,6,0,0,0,0,0,0,0,11,FALSE
36,6,86,417.79,34.28,5091.77,282.88,25,56,11,FALSE
111,25,0,0,0,0,0,0,0,49,TRUE
12,2,15,45,15,135,7.5,7,9,3,FALSE
61,13,236,1338.69,45.45,39430.58,2190.59,46,128,25,TRUE
28,3,66,330,36.67,2970,165,22,36,5,TRUE
4,1,7,19.65,9.83,39.3,2.18,2,4,1,FALSE
13,2,20,80,12.12,528,29.33,8,14,3,FALSE
77,8,264,1432.53,25.49,80523.48,4473.53,60,175,15,TRUE
231,20,676,4197.59,47,374921.15,20828.95,121,414,37,TRUE
44,3,102,523.19,22.59,12115.05,673.06,31,63,5,TRUE
10,1,18,68.53,19.58,239.86,13.33,5,11,1,FALSE
4,1,5,11.61,7.74,17.41,0.97,2,3,1,FALSE
68,5,309,1725.75,53.85,55302.55,3072.36,53,167,9,TRUE
20,3,39,168.56,25.07,1133.07,62.95,15,28,5,TRUE
4,1,9,27,10.8,67.5,3.75,2,6,1,FALSE
21,3,116,599.71,26.83,13405.31,744.74,15,76,5,TRUE
50,11,238,1220.77,23.91,62335.54,3463.09,40,152,21,TRUE
14,2,0,0,0,0,0,0,0,3,FALSE
11,3,22,83.76,18.61,376.93,20.94,9,13,5,FALSE
35,3,90,432.66,29.58,6327.68,351.54,29,51,5,FALSE
35,3,116,617.34,37.73,10101.99,561.22,28,76,5,TRUE
24,3,0,0,0,0,0,0,0,5,FALSE
23,5,55,241.58,14.16,4121.92,229,17,34,9,FALSE
5,1,9,25.27,16.84,37.9,2.11,3,5,1,TRUE
7,1,13,41.21,13.19,128.78,7.15,5,8,1,FALSE
327,21,1779,13686.71,263.95,709716.25,39428.68,249,1024,41,TRUE
17,3,41,187.98,30.96,1141.33,63.41,12,24,5,FALSE
8,2,18,68.53,22.84,205.6,11.42,4,10,3,FALSE
46,3,0,0,0,0,0,0,0,5,TRUE
51,5,111,638.79,40.97,9959.36,553.3,34,62,9,TRUE
4,2,11,36.54,7.83,170.53,9.47,2,7,3,FALSE
12,2,24,91.38,8.31,1005.14,55.84,7,18,3,FALSE
30,1,93,451.79,78.72,2592.89,144.05,20,49,1,FALSE
14,2,50,212.4,33.1,1362.88,75.72,12,28,3,FALSE
33,2,38,166.91,19.26,1446.54,80.36,8,25,3,FALSE
4,1,10,31.7,12.68,79.25,4.4,2,6,1,FALSE
344,44,0,0,0,0,0,0,0,87,TRUE
113,19,431,2419.94,61.24,95624.29,5312.46,99,268,37,TRUE
73,10,0,0,0,0,0,0,0,19,TRUE
18,2,31,142.13,16.92,1193.92,66.33,13,19,3,TRUE
229,18,455,2868.22,70.3,117023.39,6501.3,111,268,35,TRUE
71,6,193,1198.42,91.46,15703.49,872.42,44,98,11,TRUE
16,3,48,217.13,21.53,2189.4,121.63,12,26,5,FALSE
4,1,7,19.65,7.86,49.13,2.73,2,5,1,FALSE
4,1,7,19.65,9.83,39.3,2.18,2,4,1,TRUE
19,3,53,252.01,20.35,3121.04,173.39,13,30,5,FALSE
37,6,65,315.77,22.67,4398.21,244.34,29,39,11,TRUE
93,8,289,1894.28,151.16,23738.4,1318.8,75,157,15,FALSE
54,5,50,208.5,12.26,3544.44,196.91,21,33,9,FALSE
47,4,85,428.77,50.57,3635.25,201.96,31,46,7,TRUE
12,2,20,71.7,8.96,573.59,31.87,8,12,3,FALSE
29,5,0,0,0,0,0,0,0,9,FALSE
4,1,9,27,9,81,4.5,2,7,1,FALSE
72,19,268,1752.49,52.8,58164.69,3231.37,69,158,23,FALSE
30,3,74,325.03,29.89,3534.72,196.37,24,45,5,FALSE
101,7,0,0,0,0,0,0,0,13,TRUE
26,3,73,350.94,21.06,5848.95,324.94,17,48,5,TRUE
37,4,82,420.6,47.06,3759.12,208.84,22,43,7,FALSE
34,3,116,617.34,37.73,10101.99,561.22,28,76,5,TRUE
4,1,9,27,13.5,54,3,2,5,1,FALSE
18,4,63,302.86,17.04,5382.71,299.04,15,40,7,FALSE
56,11,230,1385.14,53.25,36030.25,2001.68,52,135,12,TRUE
10,6,151,774.52,33.25,18041.8,1002.32,7,107,11,TRUE
89,16,285,1624.63,43.6,60530.39,3362.8,67,175,31,TRUE
79,14,247,1547.9,50.52,47424.91,2634.72,59,151,18,TRUE
107,6,384,2498.99,100.36,62224.93,3456.94,74,218,9,TRUE
25,3,68,333.67,43.05,2585.93,143.66,18,37,5,FALSE
70,12,223,1238.67,45.07,34042.87,1891.27,58,126,23,TRUE
41,6,153,863.51,63.84,11680.72,648.93,32,76,11,TRUE
19,3,0,0,0,0,0,0,0,5,TRUE
10,2,19,70.31,13.39,369.12,20.51,7,10,3,FALSE
43,5,118,632.19,37.98,10523.35,584.63,28,71,9,TRUE
4,1,9,25.27,6.74,94.75,5.26,2,6,1,FALSE
139,5,897,5893.16,154.83,224308.42,12461.58,98,491,9,TRUE
110,17,322,2069.26,61.94,69127.22,3840.4,81,176,33,TRUE
9,1,15,49.83,10.68,232.53,12.92,5,11,1,FALSE
7,1,6,15.51,10.34,23.26,1.29,3,3,1,TRUE
49,7,0,0,0,0,0,0,0,13,TRUE
114,15,364,2084.96,48.84,88998.14,4944.34,79,198,29,FALSE
122,15,297,1747.14,46.15,66138.63,3674.37,82,160,29,TRUE
13,1,0,0,0,0,0,0,0,1,TRUE
80,13,0,0,0,0,0,0,0,25,FALSE
252,33,689,4699.1,100.81,219033.5,12168.53,172,406,65,TRUE
74,15,221,1213.7,48.35,30468.04,1692.67,53,130,29,FALSE
63,7,154,802.26,30.79,20900.88,1161.16,45,99,13,TRUE
4,2,16,62.51,15.63,250.04,13.89,2,9,3,FALSE
31,4,103,551.83,40.7,7481.51,415.64,23,56,7,TRUE
101,12,0,0,0,0,0,0,0,23,FALSE
31,7,76,369.21,22.22,6134.51,340.81,24,49,13,FALSE
93,9,154,830.42,27.23,25327.71,1407.1,44,93,17,FALSE
15,2,29,113.3,13.73,934.72,51.93,8,18,3,FALSE
41,4,58,269.34,26.37,2751.15,152.84,20,32,7,TRUE
13,2,45,200.67,20.9,1926.47,107.03,9,29,3,FALSE
19,2,56,242.03,49.11,1192.85,66.27,15,33,3,TRUE
51,7,131,701.84,33.5,14705.2,816.96,43,87,13,TRUE
113,25,0,0,0,0,0,0,0,49,TRUE
28,5,94,465.69,35.97,6029.52,334.97,20,53,9,FALSE
332,37,1019,6813.54,83.39,556731,30929.5,209,602,73,TRUE
24,1,36,147.15,33.72,642.1,35.67,11,20,1,FALSE
17,4,35,162.53,14.45,1828.52,101.58,11,20,7,FALSE
16,1,43,163.72,15.16,1768.14,98.23,7,31,1,FALSE
51,10,0,0,0,0,0,0,0,11,FALSE
130,3,567,3837.56,164.62,89460.55,4970.03,113,296,5,TRUE
68,9,187,981.36,18.47,52152.4,2897.36,52,125,17,TRUE
4,1,9,27,13.5,54,3,2,5,1,FALSE
31,3,90,465.29,39.2,5522.83,306.82,26,48,5,FALSE
25,3,62,291.43,15.83,5364.91,298.05,19,35,5,FALSE
31,3,90,375.29,12.57,11205.18,622.51,20,52,5,FALSE
133,13,0,0,0,0,0,0,0,25,TRUE
7,1,14,48.43,16.14,145.3,8.07,3,9,1,FALSE
6,1,11,33,13.2,82.5,4.58,3,6,1,FALSE
15,6,192,1014.8,32.09,32092.96,1782.94,10,148,11,FALSE
6,1,11,36.54,12.18,109.62,6.09,2,7,1,TRUE
4,1,11,34.87,13.95,87.17,4.84,2,7,1,FALSE
86,54,358,2020.5,70.97,57524.84,3195.82,82,237,107,TRUE
36,3,89,445,33.66,5883.89,326.88,25,55,5,TRUE
74,16,204,1100.03,100.54,12035.65,668.65,67,111,31,TRUE
31,5,89,448.95,35.84,5623.7,312.43,24,55,9,FALSE
56,6,0,0,0,0,0,0,0,11,TRUE
80,8,219,1318.9,99.54,17475.41,970.86,55,113,15,TRUE
86,11,231,1335.49,46.28,38538.54,2141.03,68,130,21,FALSE
31,6,118,648.04,45.18,9296,516.44,24,66,11,TRUE
35,5,166,900.76,32.36,25064.62,1392.48,28,102,7,TRUE
4,1,6,15.51,7.75,31.02,1.72,2,4,1,FALSE
382,11,1461,10874.14,239.92,492866.89,27381.49,287,763,21,FALSE
188,38,0,0,0,0,0,0,0,75,TRUE
24,5,68,326.9,33.68,3172.85,176.27,12,38,9,TRUE
13,1,27,105.49,44.63,249.33,13.85,6,14,1,TRUE
31,10,76,357.23,29.52,4322.52,240.14,24,43,19,FALSE
45,10,98,538.2,35.17,8236.82,457.6,34,66,16,FALSE
73,15,252,1506.27,64.09,35397.45,1966.53,52,158,29,TRUE
7,3,21,77.71,6.66,906.61,50.37,5,14,5,FALSE
53,6,0,0,0,0,0,0,0,11,TRUE
27,4,42,195.04,29.2,1302.6,72.37,16,25,7,TRUE
43,2,138,734.43,75.51,7142.89,396.83,25,71,3,TRUE
41,7,89,363.78,16.43,8055.22,447.51,26,58,13,FALSE
9,2,26,96.21,17.27,536.04,29.78,7,13,3,FALSE
43,1,181,1051.13,91.4,12088.01,671.56,28,112,1,FALSE
45,6,165,906.16,56.63,14498.49,805.47,34,107,11,TRUE
101,17,0,0,0,0,0,0,0,33,TRUE
26,7,66,302.61,13.51,6778.41,376.58,17,34,13,FALSE
35,9,197,1100.24,41.98,28833.81,1601.88,19,117,17,FALSE
48,6,209,1035.43,36.98,28991.96,1610.66,37,141,11,TRUE
18,3,25,86.49,16.47,454.05,25.23,16,19,5,FALSE
23,4,53,254.79,21.03,3086.88,171.49,18,32,7,TRUE
33,1,115,589.87,50.25,6924.53,384.7,21,70,1,FALSE
31,5,87,459.83,80.67,2621.03,145.61,21,49,9,TRUE
14,1,35,145.95,26.54,802.71,44.6,10,24,1,TRUE
15,2,62,267.96,17.86,4019.39,223.3,12,42,3,TRUE
94,17,251,1470.35,47.61,45412.91,2522.94,83,157,31,TRUE
23,2,36,155.59,33.99,712.12,39.56,20,19,3,FALSE
9,2,14,46.51,8.86,244.16,13.56,6,7,3,FALSE
5,1,9,25.27,9.47,67.38,3.74,3,5,1,FALSE
70,6,316,1783.46,52.64,60427.77,3357.1,56,171,11,TRUE
80,11,0,0,0,0,0,0,0,21,TRUE
48,9,0,0,0,0,0,0,0,17,TRUE
108,1,178,1134.76,515.21,2499.34,138.85,46,91,1,TRUE
59,8,219,1333.15,62.82,28294.07,1571.89,54,124,15,FALSE
28,12,128,666.81,32.4,13717.23,762.07,25,74,23,FALSE
22,10,121,605,21.39,17112.86,950.71,19,84,19,TRUE
42,7,149,808.51,29.99,21794.71,1210.82,33,87,13,TRUE
7,1,19,70.31,28.12,175.77,9.77,4,11,1,TRUE
30,5,92,460,19.67,10756.92,597.61,22,60,9,FALSE
23,3,74,339.29,20.36,5654.79,314.15,17,54,5,TRUE
18,3,70,291.89,22.11,3853.01,214.06,16,37,5,FALSE
8,1,14,46.51,23.25,93.01,5.17,4,8,1,TRUE
15,5,48,222.91,11.66,4263.06,236.84,12,30,9,FALSE
12,4,45,203.56,23.38,1772.67,98.48,8,26,7,TRUE
12,2,0,0,0,0,0,0,0,3,FALSE
79,35,0,0,0,0,0,0,0,69,TRUE
14,1,64,314.04,50.54,1951.54,108.42,8,35,1,FALSE
10,1,12,39.86,8.54,186.03,10.33,4,8,1,FALSE
141,17,475,3113.43,56.35,172016.99,9556.5,107,280,24,FALSE
31,2,85,417.09,40.02,4346.47,241.47,19,49,3,TRUE
89,4,93,488.06,32.74,7276.49,404.25,32,52,7,TRUE
5,1,11,34.87,11.16,108.97,6.05,3,6,1,FALSE
50,6,0,0,0,0,0,0,0,11,TRUE
29,12,164,847.87,20.5,35061.82,1947.88,24,90,23,FALSE
20,3,0,0,0,0,0,0,0,5,TRUE
15,7,49,211.77,41.18,1089.13,60.51,13,25,13,FALSE
17,3,36,150.12,18.48,1219.7,67.76,14,23,5,FALSE
23,4,93,465,24.47,8835,490.83,19,55,7,TRUE
4,1,4,8,5.33,12,0.67,2,3,1,FALSE
204,18,0,0,0,0,0,0,0,35,FALSE
31,5,117,626.83,32.99,11909.84,661.66,26,73,9,FALSE
20,1,65,318.95,40.81,2492.83,138.49,13,38,1,FALSE
41,7,115,620.12,33.07,11627.18,645.95,32,65,13,TRUE
18,2,28,118.94,15.73,899.5,49.97,13,17,3,FALSE
4,1,5,11.61,7.74,17.41,0.97,2,3,1,FALSE
7,2,34,144.43,20,1043.09,57.95,4,21,3,FALSE
20,1,59,230.51,22.91,2319.47,128.86,10,36,1,TRUE
11,2,20,76.15,10.15,571.1,31.73,7,14,3,FALSE
21,2,69,353.92,36.61,3421.23,190.07,16,40,3,FALSE
5,1,21,69.76,20.93,232.53,12.92,3,11,1,FALSE
19,3,45,211.52,22.27,2009.44,111.64,12,26,5,FALSE
6,1,31,111.13,17.64,700.14,38.9,4,22,1,TRUE
14,2,44,190.16,12.05,3001.89,166.77,10,27,3,FALSE
20,4,51,224.01,14.61,3434.79,190.82,16,28,7,TRUE
42,2,144,642.16,17.43,23652.83,1314.05,24,93,3,FALSE
10,1,14,44.38,11.83,166.42,9.25,5,8,1,TRUE
15,3,48,220.08,21.91,2210.79,122.82,11,31,5,TRUE
32,5,105,551.03,36.79,8252.37,458.46,24,68,9,FALSE
64,6,212,1029.89,21.6,49103.78,2727.99,43,123,11,FALSE
54,11,136,742.48,28.04,19659.65,1092.2,35,78,21,TRUE
7,2,19,60.23,6.88,527,29.28,5,14,3,FALSE
30,3,88,458.43,33.43,6287.07,349.28,20,52,5,FALSE
34,5,99,503.66,33.33,7610.84,422.82,16,65,9,FALSE
28,5,48,210.83,23.19,1916.65,106.48,15,28,9,TRUE
172,22,507,3167.7,71.66,140024.04,7779.11,121,290,43,TRUE
11,2,30,129.66,24.38,689.54,38.31,6,17,3,FALSE
15,6,45,187.65,46.91,750.59,41.7,13,29,11,FALSE
86,18,225,1294.85,45.38,36943.68,2052.42,81,142,23,FALSE
62,10,128,666.81,43.97,10113.29,561.85,50,72,19,FALSE
9,4,16,59.21,12.33,284.19,15.79,6,10,7,FALSE
101,18,0,0,0,0,0,0,0,35,TRUE
7,2,12,39.86,10.63,149.49,8.3,5,7,3,FALSE
35,3,0,0,0,0,0,0,0,5,TRUE
26,10,0,0,0,0,0,0,0,19,FALSE
62,11,225,1306.65,43.79,38988.89,2166.05,48,151,21,TRUE
4,1,9,27,13.5,54,3,2,5,1,FALSE
38,6,62,272.32,22.51,3295.12,183.06,27,40,10,TRUE
146,9,548,3123.84,56.48,172787.45,9599.3,99,371,17,FALSE
11,1,17,60.94,12.44,298.63,16.59,5,10,1,TRUE
4,1,7,19.65,9.83,39.3,2.18,2,4,1,TRUE
16,5,68,288.86,12.48,6685.02,371.39,13,41,9,FALSE
15,4,0,0,0,0,0,0,0,7,FALSE
22,1,0,0,0,0,0,0,0,1,FALSE
26,1,82,375.97,37.98,3722.07,206.78,17,49,1,TRUE
66,6,172,955.39,45.95,19865.51,1103.64,47,105,11,TRUE
21,2,69,341.84,24.65,4740.18,263.34,17,43,3,FALSE
48,6,0,0,0,0,0,0,0,11,TRUE
115,18,300,1793.18,60.79,52898.93,2938.83,69,182,35,TRUE
9,2,22,85.95,9.55,773.56,42.98,4,13,3,FALSE
32,1,108,549.45,49.95,6043.91,335.77,19,62,1,FALSE
6,1,13,39,21.67,70.2,3.9,4,7,1,FALSE
25,4,152,803.38,35.53,18163.4,1009.08,22,87,6,FALSE
125,23,312,1994.4,94.22,42214.86,2345.27,100,185,45,TRUE
41,5,172,927.48,43.39,19824.86,1101.38,32,115,9,TRUE
7,2,12,39.86,10.63,149.49,8.3,5,7,3,TRUE
24,3,78,374.97,31.25,4499.68,249.98,18,46,5,TRUE
122,14,447,2148.89,18.92,244094.1,13560.78,88,300,27,FALSE
